wiki_id	label_zh	label_ru	country	type
http://www.wikidata.org/entity/Q143008	塔彎博格多	Таван-Богдо-Ула	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q43105	厄尔布鲁士山	Эльбрус	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q48877	舍维留奇火山	Шивелуч	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q476313	狄克山	Дыхтау	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q488494	阿納溫火山	Анаун	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q614531	志林規島	Остров Анциферова	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q644064	維柳欽斯基火山	Вилючинский вулкан	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1076304	貝里爾山	Берилл	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1092160	托尔多基-亚尼山	Тордоки-Яни	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112205	茹帕諾夫斯基火山	Жупановский	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112228	奧澤爾諾伊火山	Озерной	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112240	小帕亞爾潘火山	Малый Паялпан	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112255	津祖爾斯基火山	Дзензур	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112262	圖佐夫斯基火山	Тузовский	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112273	坎巴利內火山	Камбальный	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112281	普洛斯基火山	Плоский	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112292	濟明火山	вулкан Зимина	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112316	奧卡高原	Окинское плато	http://www.wikidata.org/entity/Q159	mountain
http://www.wikidata.org/entity/Q1112326	韋爾霍伊火山	Верховой	http://www.wikidata.org/entity/Q159	mountain
