wiki_id	label_zh	label_ru	country	type
http://www.wikidata.org/entity/Q65383	維切格達河	Вычегда	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q68939	薩克馬拉河	Сакмара	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q68941	大伊克河	Большой Ик	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q71122	奇爾河	Чир	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q73559	維申卡河	Вишенка	http://www.wikidata.org/entity/Q212	river
http://www.wikidata.org/entity/Q73562	瓦里亞然卡河	Варенжанка	http://www.wikidata.org/entity/Q212	river
http://www.wikidata.org/entity/Q1653	多瑙河	Дунай	http://www.wikidata.org/entity/Q212	river
http://www.wikidata.org/entity/Q40855	第聂伯河	Днепр	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q40855	第聂伯河	Днепр	http://www.wikidata.org/entity/Q184	river
http://www.wikidata.org/entity/Q40855	第聂伯河	Днепр	http://www.wikidata.org/entity/Q212	river
http://www.wikidata.org/entity/Q23550	韋利卡亞河	Великая	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q23550	韋利卡亞河	Великая	http://www.wikidata.org/entity/Q184	river
http://www.wikidata.org/entity/Q26361	通古斯河	Подкаменная Тунгуска	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q26374	科圖伊河	Котуй	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q26390	阿纳德尔河	Анадырь	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q626	伏尔加河	Волга	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q27780	大涅瓦河	Большая Нева	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q14684	盧加河	Луга	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q14685	奧列傑日河	Оредеж	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q15243	沃爾霍夫河	Волхов	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q5625	皮薩河	Писса	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q5629	舍舒佩河	Шешупе	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q6862	黑龙江	Амур	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q26068	維京河	Витим	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q26358	奧廖克馬河	Олёкма	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q26428	下通古斯河	Нижняя Тунгуска	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q26433	維柳伊河	Вилюй	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q41971	比拉河	Бира	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q60055	納雷夫河	Нарев	http://www.wikidata.org/entity/Q184	river
http://www.wikidata.org/entity/Q2160	沃洛格達河	Вологда	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q3479	庫爾河	Кур	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q5611	普列戈利亚河	Преголя	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q78879	科雷馬河	Колыма	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q78898	阿尼加河	Онега	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q8197	道加瓦河	Западная Двина	http://www.wikidata.org/entity/Q159	river
http://www.wikidata.org/entity/Q8197	道加瓦河	Западная Двина	http://www.wikidata.org/entity/Q184	river
http://www.wikidata.org/entity/Q26439	额尔古纳河	Аргунь	http://www.wikidata.org/entity/Q159	river
