wiki_id	label_zh	label_ru	country	type
http://www.wikidata.org/entity/Q154835	莫吉廖夫	Могилёв	http://www.wikidata.org/entity/Q184	settlement
http://www.wikidata.org/entity/Q134740	達夫列卡諾沃	Давлеканово	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q192176	賓傑里	Бендеры	http://www.wikidata.org/entity/Q907112	settlement
http://www.wikidata.org/entity/Q216363	勒布尼察	Рыбница	http://www.wikidata.org/entity/Q907112	settlement
http://www.wikidata.org/entity/Q2214	普斯科夫	Псков	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q219547	德涅斯特羅夫斯克	Днестровск	http://www.wikidata.org/entity/Q907112	settlement
http://www.wikidata.org/entity/Q1899	基輔	Киев	http://www.wikidata.org/entity/Q212	settlement
http://www.wikidata.org/entity/Q649	莫斯科	Москва	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q2280	明斯克	Минск	http://www.wikidata.org/entity/Q184	settlement
http://www.wikidata.org/entity/Q2337	斯摩棱斯克	Смоленск	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q5671	涅曼	Неман	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q5660	波羅的斯克	Балтийск	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q5663	古謝夫	Гусев	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q5665	斯韋特雷	Светлый	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q5668	近衛軍城	Гвардейск	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q5815	秋明	Тюмень	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q6014	巴尔瑙尔	Барнаул	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q6025	戈尔诺 - 阿尔泰斯克	Горно-Алтайск	http://www.wikidata.org/entity/Q159	settlement
http://www.wikidata.org/entity/Q6576	伊尔库次克	Иркутск	http://www.wikidata.org/entity/Q159	settlement
